country,district_code,district,centx,centy,year,month,ipc,ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,count_violence,sum_fatalities,food_price_idx,area,cropland_pct,pop,ruggedness_mean,pasture_pct,date,province,administrative_region,quarters
South Sudan,151,Malakal,31.6428,9.658457,2013,1,1.0,0.0,0.2932212,102.0782,0.001237858,-2.45e-05,0.7535806,-0.1243785,0,0,2.153431,757.7855,13.06869,159357.0,7145.909,85.5,2013-01-01,Greater Upper Nile,Greater Upper Nile,2013Q1
South Sudan,151,Malakal,31.6428,9.658457,2013,4,1.0,0.0,0.2504355,102.4848,0.8251766,-2.628707,0.1063051,-0.6461142,0,0,1.926772,757.7855,13.06869,159357.0,7145.909,85.5,2013-04-01,Greater Upper Nile,Greater Upper Nile,2013Q2
South Sudan,151,Malakal,31.6428,9.658457,2013,7,2.0,0.0,0.6084235,98.27026,20.50821,-6.711811,14.5611,-4.115731,0,0,2.098345,757.7855,13.06869,159357.0,7145.909,85.5,2013-07-01,Greater Upper Nile,Greater Upper Nile,2013Q3
South Sudan,151,Malakal,31.6428,9.658457,2013,10,1.0,0.0,0.6500331,108.0581,11.71859,-0.6145961,22.81936,6.019177,0,0,2.102475,757.7855,13.06869,159357.0,7145.909,85.5,2013-10-01,Greater Upper Nile,Greater Upper Nile,2013Q4
South Sudan,151,Malakal,31.6428,9.658457,2014,1,2.0,0.0,0.2810033,97.82476,0.001237858,-2.45e-05,0.7057454,-0.1722136,24,112,2.076363,757.7855,13.06869,163141.0,7145.909,85.5,2014-01-01,Greater Upper Nile,Greater Upper Nile,2014Q1
South Sudan,151,Malakal,31.6428,9.658457,2014,4,3.0,0.0,0.2725042,111.5159,11.48974,8.035852,3.658698,2.906278,1,0,2.105122,757.7855,13.06869,163141.0,7145.909,85.5,2014-04-01,Greater Upper Nile,Greater Upper Nile,2014Q2
South Sudan,151,Malakal,31.6428,9.658457,2014,7,4.0,0.0,0.7355284,118.7998,31.39267,4.172651,25.94261,7.265782,0,0,2.227918,757.7855,13.06869,163141.0,7145.909,85.5,2014-07-01,Greater Upper Nile,Greater Upper Nile,2014Q3
South Sudan,151,Malakal,31.6428,9.658457,2014,10,2.0,0.0,0.6236708,103.6758,10.7848,-1.548386,21.45997,4.659793,6,3,2.586227,757.7855,13.06869,163141.0,7145.909,85.5,2014-10-01,Greater Upper Nile,Greater Upper Nile,2014Q4
South Sudan,151,Malakal,31.6428,9.658457,2015,1,2.0,1.0,0.3170339,110.368,0.001237858,-2.45e-05,1.505632,0.6276726,2,0,2.244308,757.7855,13.06869,166926.0,7145.909,85.5,2015-01-01,Greater Upper Nile,Greater Upper Nile,2015Q1
South Sudan,151,Malakal,31.6428,9.658457,2015,4,2.0,1.0,0.2574073,105.3378,1.463622,-1.990262,0.2960078,-0.4564115,8,18,2.236692,757.7855,13.06869,166926.0,7145.909,85.5,2015-04-01,Greater Upper Nile,Greater Upper Nile,2015Q2
South Sudan,151,Malakal,31.6428,9.658457,2015,7,3.0,0.0,0.5643888,91.15794,25.27243,-1.94759,11.74894,-6.927886,3,2,3.263684,757.7855,13.06869,166926.0,7145.909,85.5,2015-07-01,Greater Upper Nile,Greater Upper Nile,2015Q3
South Sudan,151,Malakal,31.6428,9.658457,2015,10,3.0,0.0,0.6900466,114.7098,18.05986,5.726677,20.00284,3.202658,1,0,3.488462,757.7855,13.06869,166926.0,7145.909,85.5,2015-10-01,Greater Upper Nile,Greater Upper Nile,2015Q4
South Sudan,151,Malakal,31.6428,9.658457,2016,2,3.0,0.0,0.2405276,97.56215,0.05071984,0.004070315,0.2392475,0.03125259,4,29,4.663218,757.7855,13.06869,150751.0,7145.909,85.5,2016-02-01,Greater Upper Nile,Greater Upper Nile,2016Q1
South Sudan,151,Malakal,31.6428,9.658457,2016,6,3.0,0.0,0.6490244,138.0977,18.12191,-1.091374,15.85491,6.851123,1,1,6.604781,757.7855,13.06869,150751.0,7145.909,85.5,2016-06-01,Greater Upper Nile,Greater Upper Nile,2016Q2
South Sudan,151,Malakal,31.6428,9.658457,2016,10,3.0,0.0,0.5712344,94.95905,12.18842,-0.1447636,12.6002,-4.199982,3,30,11.20347,757.7855,13.06869,150751.0,7145.909,85.5,2016-10-01,Greater Upper Nile,Greater Upper Nile,2016Q4
South Sudan,151,Malakal,31.6428,9.658457,2017,2,3.0,0.0,0.2417798,98.07006,0.0484242,0.001774681,0.2808638,0.07286893,6,6,14.82736,757.7855,13.06869,134577.0,7145.909,85.5,2017-02-01,Greater Upper Nile,Greater Upper Nile,2017Q1
South Sudan,151,Malakal,31.6428,9.658457,2017,6,3.0,1.0,0.5881972,125.1551,29.29191,10.07862,11.08491,2.081115,0,0,20.131,757.7855,13.06869,134577.0,7145.909,85.5,2017-06-01,Greater Upper Nile,Greater Upper Nile,2017Q2
South Sudan,151,Malakal,31.6428,9.658457,2017,10,3.0,0.0,0.6554784,108.9633,11.33992,-0.9932624,20.84745,4.047265,0,0,25.15727,757.7855,13.06869,134577.0,7145.909,85.5,2017-10-01,Greater Upper Nile,Greater Upper Nile,2017Q4
South Sudan,151,Malakal,31.6428,9.658457,2018,2,4.0,0.0,0.2906805,117.905,0.05794491,0.01129539,0.2311115,0.0231166,0,0,30.1301,757.7855,13.06869,118402.0,7145.909,85.5,2018-02-01,Greater Upper Nile,Greater Upper Nile,2018Q1
South Sudan,151,Malakal,31.6428,9.658457,2018,6,3.0,1.0,0.598204,127.2843,21.97929,2.766007,15.67178,6.667993,0,0,43.11699,757.7855,13.06869,118402.0,7145.909,85.5,2018-06-01,Greater Upper Nile,Greater Upper Nile,2018Q2
South Sudan,151,Malakal,31.6428,9.658457,2018,10,3.0,1.0,0.6584423,109.456,12.04695,-0.2862347,15.57586,-1.22432,0,0,53.93466,757.7855,13.06869,118402.0,7145.909,85.5,2018-10-01,Greater Upper Nile,Greater Upper Nile,2018Q4
South Sudan,151,Malakal,31.6428,9.658457,2019,2,3.0,0.0,0.2456343,99.63349,0.0484242,0.001774681,0.2399238,0.03192889,0,0,60.11403,757.7855,13.06869,102228.0,7145.909,85.5,2019-02-01,Greater Upper Nile,Greater Upper Nile,2019Q1
South Sudan,151,Malakal,31.6428,9.658457,2019,6,3.0,1.0,0.5398698,114.8721,28.82711,9.61382,10.99642,1.992628,0,0,69.429,757.7855,13.06869,102228.0,7145.909,85.5,2019-06-01,Greater Upper Nile,Greater Upper Nile,2019Q2
South Sudan,151,Malakal,31.6428,9.658457,2019,10,3.0,0.0,0.68199,113.3705,14.9138,2.580618,22.85336,6.053181,1,0,82.87257,757.7855,13.06869,102228.0,7145.909,85.5,2019-10-01,Greater Upper Nile,Greater Upper Nile,2019Q4
South Sudan,151,Malakal,31.6428,9.658457,2020,2,4.0,0.0,0.306786,124.4377,0.04842426,0.001729229,0.6491689,0.441174,0,0,113.2141,757.7855,13.06869,163171.3,7145.909,85.5,2020-02-01,Greater Upper Nile,Greater Upper Nile,2020Q1
South Sudan,75,Jur River,28.02439,7.592506,2009,7,2.0,,0.7412454,96.54507,25.07478,-6.211031,27.30856,-3.881334,0,0,0.9956533,10091.04,0.1571745,147380.0,3157.81,85.95082,2009-07-01,Bahr El Ghazal,Bahr El Ghazal,2009Q3
South Sudan,75,Jur River,28.02439,7.592506,2009,10,1.0,,0.602632,103.0175,17.3666,-2.528269,16.56025,0.07512695,0,0,1.004594,10091.04,0.1571745,147380.0,3157.81,85.95082,2009-10-01,Bahr El Ghazal,Bahr El Ghazal,2009Q4
South Sudan,75,Jur River,28.02439,7.592506,2010,1,1.0,,0.3355733,97.77773,0.1212231,-0.001137715,0.1618237,-0.3712059,0,0,0.9965467,10091.04,0.1571745,151262.0,3157.81,85.95082,2010-01-01,Bahr El Ghazal,Bahr El Ghazal,2010Q1
South Sudan,75,Jur River,28.02439,7.592506,2010,4,1.0,,0.3740343,91.50207,7.681796,-2.396377,1.8232,-1.507623,0,0,1.037158,10091.04,0.1571745,151262.0,3157.81,85.95082,2010-04-01,Bahr El Ghazal,Bahr El Ghazal,2010Q2
South Sudan,75,Jur River,28.02439,7.592506,2010,7,2.0,,0.7667067,99.86134,31.17919,-0.1066215,33.89244,2.702543,0,0,1.060531,10091.04,0.1571745,151262.0,3157.81,85.95082,2010-07-01,Bahr El Ghazal,Bahr El Ghazal,2010Q3
South Sudan,75,Jur River,28.02439,7.592506,2010,10,2.0,,0.5940789,101.5554,29.23891,9.344039,22.27948,5.79436,0,0,1.077955,10091.04,0.1571745,151262.0,3157.81,85.95082,2010-10-01,Bahr El Ghazal,Bahr El Ghazal,2010Q4
South Sudan,75,Jur River,28.02439,7.592506,2011,1,1.0,,0.3494604,101.8241,0.1083944,-0.01396636,0.5234674,-0.009562192,0,0,1.094334,10091.04,0.1571745,153458.0,3157.81,85.95082,2011-01-01,Bahr El Ghazal,Bahr El Ghazal,2011Q1
South Sudan,75,Jur River,28.02439,7.592506,2011,4,1.0,,0.3394081,83.03125,4.438581,-5.639592,1.988969,-1.341854,0,0,1.216526,10091.04,0.1571745,153458.0,3157.81,85.95082,2011-04-01,Bahr El Ghazal,Bahr El Ghazal,2011Q2
South Sudan,75,Jur River,28.02439,7.592506,2011,7,2.0,,0.7605877,99.06435,29.21996,-2.065856,28.16129,-3.028604,0,0,1.465932,10091.04,0.1571745,153458.0,3157.81,85.95082,2011-07-01,Bahr El Ghazal,Bahr El Ghazal,2011Q3
South Sudan,75,Jur River,28.02439,7.592506,2011,10,1.0,,0.6400252,109.4097,20.63017,0.735302,21.9547,5.469578,0,0,1.967806,10091.04,0.1571745,153458.0,3157.81,85.95082,2011-10-01,Bahr El Ghazal,Bahr El Ghazal,2011Q4
South Sudan,75,Jur River,28.02439,7.592506,2012,1,2.0,,0.3253431,94.79692,0.1109644,-0.01139645,0.246088,-0.2869415,0,0,1.932855,10091.04,0.1571745,155654.0,3157.81,85.95082,2012-01-01,Bahr El Ghazal,Bahr El Ghazal,2012Q1
South Sudan,75,Jur River,28.02439,7.592506,2012,4,3.0,0.0,0.3518795,86.0822,10.08114,0.002965872,3.989195,0.6583716,0,0,2.089037,10091.04,0.1571745,155654.0,3157.81,85.95082,2012-04-01,Bahr El Ghazal,Bahr El Ghazal,2012Q2
South Sudan,75,Jur River,28.02439,7.592506,2012,7,3.0,0.0,0.7782557,101.3656,32.35477,1.06896,35.72228,4.532386,0,0,1.987366,10091.04,0.1571745,155654.0,3157.81,85.95082,2012-07-01,Bahr El Ghazal,Bahr El Ghazal,2012Q3
South Sudan,75,Jur River,28.02439,7.592506,2012,10,1.0,0.0,0.5847291,99.95705,26.12766,6.232787,20.41159,3.926467,0,0,2.246007,10091.04,0.1571745,155654.0,3157.81,85.95082,2012-10-01,Bahr El Ghazal,Bahr El Ghazal,2012Q4
South Sudan,75,Jur River,28.02439,7.592506,2013,1,1.0,0.0,0.3458568,100.7741,0.1382491,0.01588832,0.1742723,-0.3587573,0,0,1.912272,10091.04,0.1571745,157850.0,3157.81,85.95082,2013-01-01,Bahr El Ghazal,Bahr El Ghazal,2013Q1
South Sudan,75,Jur River,28.02439,7.592506,2013,4,1.0,0.0,0.3876775,94.83967,5.843616,-4.234558,0.4504924,-2.880331,0,0,1.842652,10091.04,0.1571745,157850.0,3157.81,85.95082,2013-04-01,Bahr El Ghazal,Bahr El Ghazal,2013Q2
South Sudan,75,Jur River,28.02439,7.592506,2013,7,2.0,0.0,0.7838485,102.094,29.5355,-1.750314,31.18003,-0.009864748,0,0,1.871171,10091.04,0.1571745,157850.0,3157.81,85.95082,2013-07-01,Bahr El Ghazal,Bahr El Ghazal,2013Q3
South Sudan,75,Jur River,28.02439,7.592506,2013,10,1.0,0.0,0.6122711,104.6652,14.43222,-5.46265,18.69005,2.204934,0,0,1.871518,10091.04,0.1571745,157850.0,3157.81,85.95082,2013-10-01,Bahr El Ghazal,Bahr El Ghazal,2013Q4
South Sudan,75,Jur River,28.02439,7.592506,2014,1,1.0,0.0,0.3619549,105.4647,0.1522925,0.02993173,0.173115,-0.3599146,0,0,2.136413,10091.04,0.1571745,160046.0,3157.81,85.95082,2014-01-01,Bahr El Ghazal,Bahr El Ghazal,2014Q1
South Sudan,75,Jur River,28.02439,7.592506,2014,4,2.0,0.0,0.5634388,137.8371,19.32728,9.249105,8.770134,5.439311,3,202,2.048834,10091.04,0.1571745,160046.0,3157.81,85.95082,2014-04-01,Bahr El Ghazal,Bahr El Ghazal,2014Q2
South Sudan,75,Jur River,28.02439,7.592506,2014,7,2.0,0.0,0.7778278,101.3098,25.45048,-5.835331,37.85311,6.663216,1,0,2.121084,10091.04,0.1571745,160046.0,3157.81,85.95082,2014-07-01,Bahr El Ghazal,Bahr El Ghazal,2014Q3
South Sudan,75,Jur River,28.02439,7.592506,2014,10,1.0,0.0,0.5932033,101.4057,18.27844,-1.616434,20.65843,4.173306,0,0,2.091394,10091.04,0.1571745,160046.0,3157.81,85.95082,2014-10-01,Bahr El Ghazal,Bahr El Ghazal,2014Q4
South Sudan,75,Jur River,28.02439,7.592506,2015,1,1.0,0.0,0.3562671,103.8074,0.1265442,0.004183418,1.138825,0.6057956,0,0,2.261744,10091.04,0.1571745,162242.0,3157.81,85.95082,2015-01-01,Bahr El Ghazal,Bahr El Ghazal,2015Q1
South Sudan,75,Jur River,28.02439,7.592506,2015,4,2.0,0.0,0.4228512,103.4444,5.869464,-4.208709,2.855183,-0.4756397,0,0,2.347054,10091.04,0.1571745,162242.0,3157.81,85.95082,2015-04-01,Bahr El Ghazal,Bahr El Ghazal,2015Q2
South Sudan,75,Jur River,28.02439,7.592506,2015,7,2.0,0.0,0.7803145,101.6337,33.58489,2.299079,30.59674,-0.5931542,0,0,3.414949,10091.04,0.1571745,162242.0,3157.81,85.95082,2015-07-01,Bahr El Ghazal,Bahr El Ghazal,2015Q3
South Sudan,75,Jur River,28.02439,7.592506,2015,10,2.0,0.0,0.6129957,104.7891,27.16583,7.270953,16.09634,-0.3887777,0,0,4.164776,10091.04,0.1571745,162242.0,3157.81,85.95082,2015-10-01,Bahr El Ghazal,Bahr El Ghazal,2015Q4
South Sudan,75,Jur River,28.02439,7.592506,2016,2,2.0,0.0,0.3022093,92.65726,0.3681442,-0.04698974,0.01671538,-0.09932628,2,3,6.041309,10091.04,0.1571745,142342.0,3157.81,85.95082,2016-02-01,Bahr El Ghazal,Bahr El Ghazal,2016Q1
South Sudan,75,Jur River,28.02439,7.592506,2016,6,3.0,0.0,0.7071705,100.4456,32.06084,4.36617,26.84911,3.169789,0,0,8.322711,10091.04,0.1571745,142342.0,3157.81,85.95082,2016-06-01,Bahr El Ghazal,Bahr El Ghazal,2016Q2
South Sudan,75,Jur River,28.02439,7.592506,2016,10,3.0,0.0,0.5780955,98.82306,17.19982,-2.695058,15.6215,-0.8636206,0,0,17.42875,10091.04,0.1571745,142342.0,3157.81,85.95082,2016-10-01,Bahr El Ghazal,Bahr El Ghazal,2016Q4
South Sudan,75,Jur River,28.02439,7.592506,2017,2,3.0,0.0,0.3322843,101.8782,0.4008968,-0.0142372,0.07558444,-0.04045721,2,12,20.97182,10091.04,0.1571745,122442.0,3157.81,85.95082,2017-02-01,Bahr El Ghazal,Bahr El Ghazal,2017Q1
South Sudan,75,Jur River,28.02439,7.592506,2017,6,3.0,0.0,0.6993741,99.3382,23.24271,-4.451965,25.13319,1.453868,0,0,36.00522,10091.04,0.1571745,122442.0,3157.81,85.95082,2017-06-01,Bahr El Ghazal,Bahr El Ghazal,2017Q2
South Sudan,75,Jur River,28.02439,7.592506,2017,10,3.0,0.0,0.6424352,109.8217,15.57843,-4.316438,19.81265,3.327531,0,0,34.99224,10091.04,0.1571745,122442.0,3157.81,85.95082,2017-10-01,Bahr El Ghazal,Bahr El Ghazal,2017Q4
South Sudan,75,Jur River,28.02439,7.592506,2018,2,2.0,0.0,0.3374018,103.4473,0.9123434,0.4972095,0.3033192,0.1872775,3,8,36.3679,10091.04,0.1571745,102542.0,3157.81,85.95082,2018-02-01,Bahr El Ghazal,Bahr El Ghazal,2018Q1
South Sudan,75,Jur River,28.02439,7.592506,2018,6,3.0,1.0,0.7121153,101.1479,31.1912,3.496526,28.85412,5.174801,1,0,47.45842,10091.04,0.1571745,102542.0,3157.81,85.95082,2018-06-01,Bahr El Ghazal,Bahr El Ghazal,2018Q2
South Sudan,75,Jur River,28.02439,7.592506,2018,10,2.0,0.0,0.6217946,106.2932,19.59646,-0.2984093,18.02023,1.535115,0,0,52.49865,10091.04,0.1571745,102542.0,3157.81,85.95082,2018-10-01,Bahr El Ghazal,Bahr El Ghazal,2018Q4
South Sudan,75,Jur River,28.02439,7.592506,2019,2,3.0,0.0,0.3306371,101.3732,0.7505084,0.3353744,0.4128092,0.2967676,0,0,54.75391,10091.04,0.1571745,82642.0,3157.81,85.95082,2019-02-01,Bahr El Ghazal,Bahr El Ghazal,2019Q1
South Sudan,75,Jur River,28.02439,7.592506,2019,6,3.0,0.0,0.709754,100.8126,36.64048,8.945801,25.42919,1.749872,2,14,70.29801,10091.04,0.1571745,82642.0,3157.81,85.95082,2019-06-01,Bahr El Ghazal,Bahr El Ghazal,2019Q2
South Sudan,75,Jur River,28.02439,7.592506,2019,10,3.0,0.0,0.6240474,106.6784,20.80182,0.9069518,22.60873,6.123607,0,0,77.30638,10091.04,0.1571745,82642.0,3157.81,85.95082,2019-10-01,Bahr El Ghazal,Bahr El Ghazal,2019Q4
South Sudan,75,Jur River,28.02439,7.592506,2020,2,2.0,0.0,0.3419768,104.85,0.3584614,-0.06527195,0.07102655,-0.0450151,3,1,85.87837,10091.04,0.1571745,149820.6,3157.81,85.95082,2020-02-01,Bahr El Ghazal,Bahr El Ghazal,2020Q1
South Sudan,76,Aweil North,26.72969,9.334756,2009,7,2.0,,0.5758844,88.61171,28.33755,-5.330056,15.33197,-4.551888,0,0,0.8662146,6369.012,22.90657,146204.0,4808.697,93.45946,2009-07-01,Bahr El Ghazal,Bahr El Ghazal,2009Q3
South Sudan,76,Aweil North,26.72969,9.334756,2009,10,2.0,,0.5483162,106.2878,6.37676,-1.061052,7.853739,-2.065132,0,0,0.87987,6369.012,22.90657,146204.0,4808.697,93.45946,2009-10-01,Bahr El Ghazal,Bahr El Ghazal,2009Q4
South Sudan,76,Aweil North,26.72969,9.334756,2010,1,1.0,,0.2861623,97.10983,0.01748098,-0.000310097,0.1936101,-0.6335377,0,0,0.9498038,6369.012,22.90657,145972.0,4808.697,93.45946,2010-01-01,Bahr El Ghazal,Bahr El Ghazal,2010Q1
South Sudan,76,Aweil North,26.72969,9.334756,2010,4,2.0,,0.2418306,92.89768,1.62001,-0.3099571,0.07780089,-0.3929826,0,0,0.9943761,6369.012,22.90657,145972.0,4808.697,93.45946,2010-04-01,Bahr El Ghazal,Bahr El Ghazal,2010Q2
South Sudan,76,Aweil North,26.72969,9.334756,2010,7,2.0,,0.6217374,95.66714,35.23256,1.564955,21.26694,1.383083,0,0,0.9534631,6369.012,22.90657,145972.0,4808.697,93.45946,2010-07-01,Bahr El Ghazal,Bahr El Ghazal,2010Q3
South Sudan,76,Aweil North,26.72969,9.334756,2010,10,2.0,,0.5379301,104.2745,15.17588,7.738067,18.02764,8.108772,0,0,0.885821,6369.012,22.90657,145972.0,4808.697,93.45946,2010-10-01,Bahr El Ghazal,Bahr El Ghazal,2010Q4
South Sudan,76,Aweil North,26.72969,9.334756,2011,1,1.0,,0.2880111,97.73721,0.01748098,-0.000310097,0.8282164,0.001068603,0,0,0.9311556,6369.012,22.90657,143910.0,4808.697,93.45946,2011-01-01,Bahr El Ghazal,Bahr El Ghazal,2011Q1
South Sudan,76,Aweil North,26.72969,9.334756,2011,4,1.0,,0.2387485,91.71371,0.6712194,-1.258748,0.03445682,-0.4363267,0,0,1.034427,6369.012,22.90657,143910.0,4808.697,93.45946,2011-04-01,Bahr El Ghazal,Bahr El Ghazal,2011Q2
South Sudan,76,Aweil North,26.72969,9.334756,2011,7,3.0,,0.5599348,86.15753,28.89715,-4.770458,15.65402,-4.229841,0,0,1.334347,6369.012,22.90657,143910.0,4808.697,93.45946,2011-07-01,Bahr El Ghazal,Bahr El Ghazal,2011Q3
South Sudan,76,Aweil North,26.72969,9.334756,2011,10,2.0,,0.5578599,108.1378,9.022828,1.585017,11.19013,1.271261,0,0,1.771692,6369.012,22.90657,143910.0,4808.697,93.45946,2011-10-01,Bahr El Ghazal,Bahr El Ghazal,2011Q4
South Sudan,76,Aweil North,26.72969,9.334756,2012,1,3.0,,0.3091899,104.9243,0.01750735,-0.000283719,0.8603684,0.03322062,0,0,1.627437,6369.012,22.90657,141848.0,4808.697,93.45946,2012-01-01,Bahr El Ghazal,Bahr El Ghazal,2012Q1
South Sudan,76,Aweil North,26.72969,9.334756,2012,4,3.0,0.0,0.25348,97.37269,1.404001,-0.5259666,0.1778358,-0.2929477,0,0,1.854434,6369.012,22.90657,141848.0,4808.697,93.45946,2012-04-01,Bahr El Ghazal,Bahr El Ghazal,2012Q2
South Sudan,76,Aweil North,26.72969,9.334756,2012,7,3.0,0.0,0.6671372,102.6528,31.06465,-2.602962,23.50203,3.618167,0,0,1.652025,6369.012,22.90657,141848.0,4808.697,93.45946,2012-07-01,Bahr El Ghazal,Bahr El Ghazal,2012Q3
South Sudan,76,Aweil North,26.72969,9.334756,2012,10,3.0,0.0,0.5120398,99.25583,8.456839,1.019027,13.83017,3.911297,0,0,1.654704,6369.012,22.90657,141848.0,4808.697,93.45946,2012-10-01,Bahr El Ghazal,Bahr El Ghazal,2012Q4
South Sudan,76,Aweil North,26.72969,9.334756,2013,1,2.0,0.0,0.2915068,98.9235,0.01773262,-5.85e-05,0.4147585,-0.4123893,0,0,1.500641,6369.012,22.90657,139786.0,4808.697,93.45946,2013-01-01,Bahr El Ghazal,Bahr El Ghazal,2013Q1
South Sudan,76,Aweil North,26.72969,9.334756,2013,4,2.0,0.0,0.2575964,98.95401,1.542164,-0.387803,0.05748666,-0.4132968,0,0,1.567231,6369.012,22.90657,139786.0,4808.697,93.45946,2013-04-01,Bahr El Ghazal,Bahr El Ghazal,2013Q2
South Sudan,76,Aweil North,26.72969,9.334756,2013,7,2.0,0.0,0.6595128,101.4797,40.76918,7.101576,20.30871,0.4248469,0,0,1.520323,6369.012,22.90657,139786.0,4808.697,93.45946,2013-07-01,Bahr El Ghazal,Bahr El Ghazal,2013Q3
South Sudan,76,Aweil North,26.72969,9.334756,2013,10,2.0,0.0,0.5373659,104.1651,2.921346,-4.516466,11.96581,2.046941,0,0,1.339802,6369.012,22.90657,139786.0,4808.697,93.45946,2013-10-01,Bahr El Ghazal,Bahr El Ghazal,2013Q4
South Sudan,76,Aweil North,26.72969,9.334756,2014,1,2.0,0.0,0.3345603,113.5338,0.01773262,-5.85e-05,0.6973469,-0.1298009,0,0,1.59712,6369.012,22.90657,137724.0,4808.697,93.45946,2014-01-01,Bahr El Ghazal,Bahr El Ghazal,2014Q1
South Sudan,76,Aweil North,26.72969,9.334756,2014,4,2.0,0.0,0.3240071,124.4652,5.866794,3.936827,2.075034,1.60425,0,0,1.559948,6369.012,22.90657,137724.0,4808.697,93.45946,2014-04-01,Bahr El Ghazal,Bahr El Ghazal,2014Q2
South Sudan,76,Aweil North,26.72969,9.334756,2014,7,2.0,0.0,0.6740697,103.7195,33.45635,-0.2112613,27.12904,7.245178,0,0,1.779944,6369.012,22.90657,137724.0,4808.697,93.45946,2014-07-01,Bahr El Ghazal,Bahr El Ghazal,2014Q3
South Sudan,76,Aweil North,26.72969,9.334756,2014,10,1.0,0.0,0.5662944,109.7728,5.353646,-2.084166,14.34547,4.426596,0,0,1.621567,6369.012,22.90657,137724.0,4808.697,93.45946,2014-10-01,Bahr El Ghazal,Bahr El Ghazal,2014Q4
South Sudan,76,Aweil North,26.72969,9.334756,2015,1,2.0,0.0,0.2894685,98.23178,0.01807602,0.00028495,1.006821,0.1796735,0,0,1.781383,6369.012,22.90657,135662.0,4808.697,93.45946,2015-01-01,Bahr El Ghazal,Bahr El Ghazal,2015Q1
South Sudan,76,Aweil North,26.72969,9.334756,2015,4,2.0,0.0,0.2391752,91.87762,0.835891,-1.094076,0.02615673,-0.4446268,0,0,2.288494,6369.012,22.90657,135662.0,4808.697,93.45946,2015-04-01,Bahr El Ghazal,Bahr El Ghazal,2015Q2
South Sudan,76,Aweil North,26.72969,9.334756,2015,7,2.0,0.0,0.6643499,102.2239,33.65581,-0.01179586,19.45638,-0.427479,0,0,3.348792,6369.012,22.90657,135662.0,4808.697,93.45946,2015-07-01,Bahr El Ghazal,Bahr El Ghazal,2015Q3
South Sudan,76,Aweil North,26.72969,9.334756,2015,10,2.0,0.0,0.5543384,107.4552,14.24559,6.807775,11.24378,1.324912,0,0,3.392986,6369.012,22.90657,135662.0,4808.697,93.45946,2015-10-01,Bahr El Ghazal,Bahr El Ghazal,2015Q4
South Sudan,76,Aweil North,26.72969,9.334756,2016,2,2.0,0.0,0.2495584,95.5435,0.1761597,-0.001660233,0.2503024,0.1085588,0,0,5.744321,6369.012,22.90657,303298.0,4808.697,93.45946,2016-02-01,Bahr El Ghazal,Bahr El Ghazal,2016Q1
South Sudan,76,Aweil North,26.72969,9.334756,2016,6,4.0,0.0,0.5199327,100.6657,23.49925,1.865373,9.160516,0.2174784,0,0,9.640294,6369.012,22.90657,303298.0,4808.697,93.45946,2016-06-01,Bahr El Ghazal,Bahr El Ghazal,2016Q2
South Sudan,76,Aweil North,26.72969,9.334756,2016,10,3.0,1.0,0.4848363,93.98259,6.57681,-0.861002,8.804612,-1.114258,0,0,18.08881,6369.012,22.90657,303298.0,4808.697,93.45946,2016-10-01,Bahr El Ghazal,Bahr El Ghazal,2016Q4
South Sudan,76,Aweil North,26.72969,9.334756,2017,2,3.0,0.0,0.2615449,100.1325,0.1761597,-0.001660233,0.2190019,0.0772583,0,0,24.21004,6369.012,22.90657,470933.0,4808.697,93.45946,2017-02-01,Bahr El Ghazal,Bahr El Ghazal,2017Q1
South Sudan,76,Aweil North,26.72969,9.334756,2017,6,4.0,0.0,0.6030303,116.7544,18.74307,-2.890804,13.00091,4.057871,0,0,34.94516,6369.012,22.90657,470933.0,4808.697,93.45946,2017-06-01,Bahr El Ghazal,Bahr El Ghazal,2017Q2
South Sudan,76,Aweil North,26.72969,9.334756,2017,10,3.0,1.0,0.5741097,111.2877,5.046571,-2.391241,13.50563,3.586758,0,0,26.55756,6369.012,22.90657,470933.0,4808.697,93.45946,2017-10-01,Bahr El Ghazal,Bahr El Ghazal,2017Q4
South Sudan,76,Aweil North,26.72969,9.334756,2018,2,3.0,0.0,0.2823783,108.1086,0.2313589,0.05353899,0.3063949,0.1646512,0,0,35.15269,6369.012,22.90657,638569.0,4808.697,93.45946,2018-02-01,Bahr El Ghazal,Bahr El Ghazal,2018Q1
South Sudan,76,Aweil North,26.72969,9.334756,2018,6,3.0,1.0,0.5168301,100.0649,18.51919,-3.114685,10.4629,1.519865,0,0,44.94578,6369.012,22.90657,638569.0,4808.697,93.45946,2018-06-01,Bahr El Ghazal,Bahr El Ghazal,2018Q2
South Sudan,76,Aweil North,26.72969,9.334756,2018,10,3.0,1.0,0.5625364,109.0443,5.26081,-2.177002,11.29551,1.376636,0,0,42.51829,6369.012,22.90657,638569.0,4808.697,93.45946,2018-10-01,Bahr El Ghazal,Bahr El Ghazal,2018Q4
South Sudan,76,Aweil North,26.72969,9.334756,2019,2,3.0,0.0,0.2685976,102.8326,0.2199085,0.04208857,0.2596551,0.1179114,0,0,53.50082,6369.012,22.90657,806205.0,4808.697,93.45946,2019-02-01,Bahr El Ghazal,Bahr El Ghazal,2019Q1
